Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	Prot	eProt1	eProt2	Age	eAge1	eAge2	cutoff	class	type	cat1	cat2	e_M	e_R	e_Teff	e_L	mode
1108	EPIC211989010	1.41171424	0.032350604	0.032350604	1.794072157	0.117535385	0.117535385	6490	197	197	5.09	0.495752793382609	0.495752793382609	0.022	0.12	0.12	4.108	0.17	0.272	NA	NA	NA	3.6816	0	0	0.79	0.06	0.06	3.5399212	MS	F	huber16	rebull17	2.29158303312149	6.55131871599521	3.03543913713405	9.73974053796874	Clust
1109	EPIC211989060	0.233	0.04	0.04	0.239	0.031	0.032	3509	70	70	0.01167	0.00181585583138844	0.00181585583138844	0.003	0.14	0.12	5.045	0.042	0.042	NA	NA	NA	1.7604	0	0	0.79	0.06	0.06	5.4939667	PMS	M	huber16	rebull17	17.1673819742489	13.1799163179916	1.99487033342833	15.560032831092	Clust
1110	EPIC211989144	0.232	0.046	0.038	0.238	0.031	0.032	3578	87	109	0.00914	0.00143952529093159	0.00143952529093159	-0.154	0.18	0.15	5.046	0.04	0.04	NA	NA	NA	7.4301	0	0	0.79	0.06	0.06	5.4487372	PMS	M	huber16	rebull17	18.1034482758621	13.2352941176471	2.73896031302404	15.749729660083	Clust
1111	EPIC211989185	0.723752908	0.01615957	0.01615957	0.619933714	0.036888895	0.036888895	4800	143	143	0.211	0.0221859063170238	0.0221859063170238	-0.185	0.2	0.24	4.627	0.045	0.054	NA	NA	NA	11.7041	0	0	0.79	0.06	0.06	4.6477162	MS	K	huber16	rebull17	2.23274681474579	5.95045795492903	2.97916666666667	10.5146475436132	Clust
1112	EPIC211989299	0.312	0.101	0.072	0.296	0.077	0.052	3686	144	173	0.02738	0.00413989502993795	0.00413989502993795	-0.021	0.12	0.21	4.976	0.06	0.084	NA	NA	NA	12.7906	0	0	0.79	0.06	0.06	5.3779432	PMS	M	huber16	rebull17	27.724358974359	21.7905405405405	4.30005425935974	15.1201425490794	Clust
1113	EPIC211989620	0.193	0.039	0.026	0.202	0.037	0.018	3457	102	102	0.01763	0.0025784942997127	0.0025784942997127	-0.022	0.12	0.15	5.09	0.03	0.048	NA	NA	NA	0.8827	0	0	0.79	0.06	0.06	5.5280527	PMS	M	huber16	rebull17	16.839378238342	13.6138613861386	2.95053514608042	14.6256057839632	Clust
1114	EPIC211989807	0.26	0.056	0.035	0.259	0.041	0.021	3602	71	71	0.01643	0.00241394245091951	0.00241394245091951	-0.017	0.12	0.1	5.021	0.025	0.04	NA	NA	NA	20.4638	0	0	0.79	0.06	0.06	5.4330052	PMS	M	huber16	rebull17	17.5	11.969111969112	1.97112715158245	14.692285154714	Clust
1115	EPIC211989950	0.43	0.079	0.009	0.381	0.066	0.008	3946	63	39	0.1412	0.0174282639116322	0.0174282639116322	-0.16	0.15	0.12	4.902	0.02	0.054	NA	NA	NA	13.6357	0	0	0.79	0.06	0.06	5.2075132	PMS	K	huber16	rebull17	10.2325581395349	9.71128608923885	1.29244804865687	12.3429631102211	Clust
1116	EPIC211990019	0.165	0.018	0.018	0.185	0.015	0.014	3376	96	116	0.004337	0.000798518717531887	0.000798518717531887	-0.058	0.2	0.2	5.122	0.02	0.03	NA	NA	NA	0.4121	0	0	0.79	0.06	0.06	5.5811482	PMS	M	huber16	rebull17	10.9090909090909	7.83783783783784	3.13981042654028	18.4117758250378	Clust
1117	EPIC211990578	0.18	0.034	0.019	0.195	0.027	0.015	3517	108	130	0.006312	0.000949712736760116	0.000949712736760116	-0.193	0.2	0.32	5.105	0.035	0.042	NA	NA	NA	1.2572	0	0	0.79	0.06	0.06	5.4887227	PMS	M	huber16	rebull17	14.7222222222222	10.7692307692308	3.38356553881149	15.046146019647	Clust
1118	EPIC211990768	0.178	0.039	0.023	0.193	0.03	0.018	3454	125	125	0.006832	0.00102997734294054	0.00102997734294054	-0.118	0.12	0.15	5.114	0.02	0.044	NA	NA	NA	1.609	0	0	0.79	0.06	0.06	5.5300192	PMS	M	huber16	rebull17	17.4157303370787	12.4352331606218	3.61899247249566	15.0757807807456	Clust
1119	EPIC211990785	0.769	0.06	0.06	0.722	0.029	0.029	4765	94	56	0.3834	0.0448940439717639	0.0448940439717639	-0.1	0.12	0.3	4.635	0.03	0.025	NA	NA	NA	22.2923	0	0	0.79	0.06	0.06	4.6706587	MS	K	huber16	rebull17	7.80234070221066	4.01662049861496	1.57397691500525	11.7094533051027	Clust
1120	EPIC211990866	1.149263952	0.022956427	0.022956427	1.281513987	0.066133581	0.066133581	5996	143	119	1.897	0.166804010922551	0.166804010922551	0.06	0.1	0.1	4.089	0.196	0.14	NA	NA	NA	4.2552	0	0	0.79	0.06	0.06	3.8637382	MS	G	huber16	rebull17	1.99748952014463	5.16058206706097	2.1847898599066	8.79304222048238	Clust
1121	EPIC211990908	1.217095591	0.025153499	0.025153499	1.427133079	0.080968961	0.080968961	6096	181	145	2.525	0.222265974227744	0.222265974227744	0.024	0.12	0.18	4.118	0.24	0.2	NA	NA	NA	2.5578	0	0	0.79	0.06	0.06	3.7981882	MS	F	huber16	rebull17	2.0666822874063	5.67353964332012	2.6738845144357	8.80261284070272	Clust
1122	EPIC211990953	0.75	0.051	0.036	0.683	0.049	0.046	4714	74	93	0.231	0.0239248422506584	0.0239248422506584	-0.025	0.2	0.2	4.637	0.035	0.025	NA	NA	NA	11.3381	0	0	0.79	0.06	0.06	4.7040892	PMS	K	huber16	rebull17	5.8	6.95461200585652	1.77131947390751	10.3570745673846	Clust
1123	EPIC211991549	0.437	0.087	0.122	0.398	0.072	0.093	3883	233	194	0.01843	0.00271329259932823	0.00271329259932823	-0.086	0.16	0.24	4.881	0.098	0.07	NA	NA	NA	22.7847	0	0	0.79	0.06	0.06	5.2488097	PMS	K	huber16	rebull17	23.9130434782609	20.7286432160804	5.49832603656966	14.7221519225623	Clust
1124	EPIC211991571	1.24838593	0.018447985	0.018447985	1.50055929	0.079334233	0.079334233	6132	221	221	2.87	0.014494957656276	0.014494957656276	0.081	0.1	0.12	4.067	0.264	0.22	NA	NA	NA	0.7856	0	0	0.79	0.06	0.06	3.7745902	MS	F	huber16	rebull17	1.47774694961517	5.28697756421207	3.60404435746901	0.505050789417282	Clust
1125	EPIC211991655	0.853156533	0.015554701	0.015554701	0.821340996	0.034968342	0.034968342	5161	62	83	0.4694	0.0389019798210998	0.0389019798210998	-0.031	0.15	0.27	4.523	0.042	0.826	NA	NA	NA	12.5998	0	0	0.79	0.06	0.06	4.4110807	MS	K	huber16	rebull17	1.82319426721192	4.25746945182315	1.40476651811664	8.28759689414142	Clust
1126	EPIC211991662	0.195	0.045	0.023	0.212	0.036	0.023	3481	105	105	0.009959	0.00154777872396928	0.00154777872396928	-0.006	0.15	0.24	5.07	0.04	0.048	NA	NA	NA	2.3188	0	0	0.79	0.06	0.06	5.5123207	PMS	M	huber16	rebull17	17.4358974358974	13.9150943396226	3.01637460499856	15.5415074201153	Clust
1127	EPIC211991772	0.572	0.08	0.066	0.499	0.077	0.067	4151	199	199	0.05519	0.00772064447700879	0.00772064447700879	-0.044	0.15	0.18	4.779	0.06	0.06	NA	NA	NA	16.775	0	0	0.79	0.06	0.06	5.0731357	PMS	K	huber16	rebull17	12.7622377622378	14.4288577154309	4.79402553601542	13.9892090541924	Clust
1128	EPIC211991806	0.152	0.016	0.01	0.172	0.012	0.003	3317	179	127	0.006085	0.0010400318833586	0.0010400318833586	-0.079	0.24	0.28	5.137	0.02	0.02	NA	NA	NA	0.3627	0	0	0.79	0.06	0.06	5.6198227	PMS	M	huber16	rebull17	8.55263157894737	4.36046511627907	4.61260174856798	17.0917318547016	Clust
1129	EPIC211991949	0.246	0.107	0.089	0.256	0.069	0.073	3592	165	199	0.008594	0.00257040965442648	0.00257040965442648	-0.067	0.15	0.21	5.023	0.098	0.07	NA	NA	NA	2.0227	0	0	0.79	0.06	0.06	5.4395602	PMS	M	huber16	rebull17	39.8373983739837	27.734375	5.06681514476615	29.9093513431054	Clust
1130	EPIC211992034	0.904210571	0.016951128	0.016951128	0.863498274	0.045420406	0.045420406	5426	162	162	0.5989	0.045935590731075	0.045935590731075	0.01	0.1	0.1	4.529	0.03	0.036	NA	NA	NA	9.0478	0	0	0.79	0.06	0.06	4.2373732	MS	G	huber16	rebull17	1.87468810293305	5.26004595117465	2.98562476962772	7.66999344315829	Clust
1131	EPIC211992053	0.427	0.084	0.1	0.384	0.068	0.079	3884	232	193	0.02045	0.00307785411223636	0.00307785411223636	-0.122	0.2	0.24	4.884	0.091	0.065	NA	NA	NA	5.0754	0	0	0.79	0.06	0.06	5.2481542	PMS	K	huber16	rebull17	21.5456674473068	19.140625	5.47116374871267	15.050631355679	Clust
1132	EPIC211992423	0.586	0.114	0.137	0.535	0.114	0.127	4283	237	379	0.1439	0.0193246507631424	0.0193246507631424	-0.119	0.2	0.24	4.754	0.114	0.095	NA	NA	NA	12.8959	0	0	0.79	0.06	0.06	4.9866097	PMS	K	huber16	rebull17	21.4163822525597	22.5233644859813	7.19122110670091	13.4292222120517	Clust
1133	EPIC211992451	0.281	0.123	0.038	0.279	0.091	0.031	3628	172	114	0.05408	0.00757066027739408	0.00757066027739408	0.016	0.12	0.15	5.004	0.035	0.098	NA	NA	NA	1.4001	0	0	0.79	0.06	0.06	5.4159622	PMS	M	huber16	rebull17	28.6476868327402	21.8637992831541	3.94156560088203	13.9990019922228	Clust
1134	EPIC211992776	1.189839256	0.01311993	0.01311993	1.461056839	0.038097635	0.038097635	5872	117	94	2.37	0.000425153130292066	0.000425153130292066	0.083	0.12	0.12	4.226	0.175	0.35	NA	NA	NA	1.1779	0	0	0.79	0.06	0.06	3.9450202	MS	G	huber16	rebull17	1.10266407280144	2.60753955513978	1.7966621253406	0.0179389506452348	Clust
1135	EPIC211992843	0.566	0.07	0.112	0.505	0.067	0.101	4129	203	203	0.04851	0.00699610521316563	0.00699610521316563	-0.044	0.15	0.18	4.775	0.096	0.06	NA	NA	NA	18.6868	0	0	0.79	0.06	0.06	5.0875567	PMS	K	huber16	rebull17	16.0777385159011	16.6336633663366	4.9164446597239	14.4219855971256	Clust
1136	EPIC211992880	0.162	0.018	0.005	0.178	0.017	0.004	3461	104	104	0.007503	0.00130709367339047	0.00130709367339047	-0.244	0.21	0.15	5.14	0.02	0.036	NA	NA	NA	0.2356	0	0	0.79	0.06	0.06	5.5254307	PMS	M	huber16	rebull17	7.09876543209876	5.89887640449438	3.00491187518058	17.4209472662998	Clust
1137	EPIC211993172	0.6	0.059	0.049	0.54	0.049	0.045	4203	152	127	0.1527	0.0172168141165468	0.0172168141165468	-0.02	0.1	0.1	4.749	0.04	0.048	NA	NA	NA	11.9702	0	0	0.79	0.06	0.06	5.0390497	PMS	K	huber16	rebull17	9	8.7037037037037	3.31905781584582	11.2749273847719	Clust
1138	EPIC211993420	0.175	0.027	0.015	0.192	0.024	0.014	3468	105	158	0.007007	0.00115804391404866	0.00115804391404866	-0.128	0.25	0.3	5.108	0.036	0.03	NA	NA	NA	2.2254	0	0	0.79	0.06	0.06	5.5208422	PMS	M	huber16	rebull17	12	9.89583333333333	3.79181084198385	16.5269575288805	Clust
1139	EPIC211993552	0.428	0.054	0.072	0.386	0.04	0.064	3827	60	60	0.08372	0.0108734071712242	0.0108734071712242	-0.017	0.1	0.1	4.895	0.072	0.04	NA	NA	NA	15.4537	0	0	0.79	0.06	0.06	5.2855177	PMS	K	huber16	rebull17	14.7196261682243	13.4715025906736	1.56780768225764	12.9878250970189	Clust
1140	EPIC211994121	1.498265614	0.034118623	0.034118623	1.78947318	0.119704317	0.119704317	6913	213	213	6.285	0.586260964787387	0.586260964787387	0.071	0.08	0.1	4.072	0.14	0.14	NA	NA	NA	0.8876	0	0	0.79	0.06	0.06	3.2626447	MS	F	huber16	rebull17	2.27720790500635	6.68936077600224	3.08115145378273	9.3279389783196	Clust
1141	EPIC211994195	1.536134491	0.027016665	0.027016665	2.356901986	0.104822956	0.104822956	6319	150	100	8.443	0.591395345379292	0.591395345379292	0.119	0.08	0.14	4.062	0.196	0.343	NA	NA	NA	0.4699	0	0	0.79	0.06	0.06	3.6520117	MS	F	huber16	rebull17	1.75874346668777	4.44748897589499	1.9781611014401	7.00456408124235	Clust
1142	EPIC211994382	0.163	0.023	0.014	0.183	0.02	0.011	3379	125	104	0.004401	0.000863312807361546	0.000863312807361546	-0.102	0.2	0.2	5.125	0.02	0.036	NA	NA	NA	0.4497	0	0	0.79	0.06	0.06	5.5791817	PMS	M	huber16	rebull17	11.3496932515337	8.46994535519126	3.38857650192365	19.6162873747227	Clust
1143	EPIC211994672	0.828569956	0.010454442	0.010454442	0.690499706	0.023765688	0.023765688	5441	109	153	0.3709	0.0111445119980263	0.0111445119980263	0.001	0.08	0.22	4.523	0.04	0.048	NA	NA	NA	9.5487	0	0	0.79	0.06	0.06	4.2275407	MS	G	huber16	rebull17	1.26174524242585	3.44181000998138	2.40764565337254	3.00472148773964	Clust
1144	EPIC211994910	0.333	0.093	0.043	0.308	0.065	0.031	3729	113	113	0.03242	0.00501893926716724	0.00501893926716724	-0.089	0.15	0.12	4.973	0.03	0.072	NA	NA	NA	0.7384	0	0	0.79	0.06	0.06	5.3497567	PMS	K	huber16	rebull17	20.4204204204204	15.5844155844156	3.03030303030303	15.4809971226627	Clust
1145	EPIC211995082	0.278	0.049	0.041	0.274	0.034	0.03	3604	85	85	0.02109	0.0030081781740988	0.0030081781740988	-0.037	0.12	0.09	5.014	0.025	0.035	NA	NA	NA	26.5908	0	0	0.79	0.06	0.06	5.4316942	PMS	M	huber16	rebull17	16.1870503597122	11.6788321167883	2.35849056603774	14.2635285637686	Clust
1146	EPIC211995288	0.977952891	0.018964327	0.018964327	0.904714814	0.045175721	0.045175721	5842	139	116	0.8212	0.0700089795478311	0.0700089795478311	-0.037	0.18	0.21	4.312	0.144	0.336	NA	NA	NA	7.8258	0	0	0.79	0.06	0.06	3.9646852	MS	G	huber16	rebull17	1.93918614838473	4.99336589839459	2.18247175624786	8.52520452360339	Clust
1147	EPIC211995540	0.577	0.058	0.041	0.511	0.056	0.038	4137	149	124	0.1539	0.0195059142997056	0.0195059142997056	-0.02	0.12	0.1	4.772	0.035	0.049	NA	NA	NA	11.6881	0	0	0.79	0.06	0.06	5.0823127	PMS	K	huber16	rebull17	8.578856152513	9.19765166340509	3.2994923857868	12.6744082519205	Clust
1148	EPIC211996051	1.222132865	0.02428469	0.02428469	1.413283693	0.074815551	0.074815551	6152	148	148	2.544	0.214669985411832	0.214669985411832	-0.002	0.1	0.12	4.177	0.13	0.156	NA	NA	NA	3.6478	0	0	0.79	0.06	0.06	3.7614802	MS	F	huber16	rebull17	1.987074457735	5.29373906814051	2.40572171651495	8.43828559008773	Clust
1149	EPIC211996186	0.678	0.035	0.057	0.612	0.035	0.058	4381	106	106	NA	NA	NA	0.065	0.08	0.2	4.694	0.048	0.036	NA	NA	NA	12.0009	0	0	0.79	0.06	0.06	4.9223707	PMS	K	huber16	rebull17	6.78466076696165	7.59803921568628	2.41953891805524	100	Clust
1150	EPIC211996831	0.965953051	0.019020402	0.019020402	0.941883934	0.047598837	0.047598837	5644	113	135	0.8095	0.0712084358866533	0.0712084358866533	-0.091	0.15	0.24	4.462	0.05	0.56	NA	NA	NA	8.7366	0	0	0.79	0.06	0.06	4.0944742	MS	G	huber16	rebull17	1.9690814144962	5.05357775855215	2.19702338766832	8.79659492114309	Clust
1151	EPIC211997061	0.264	0.051	0.022	0.26	0.039	0.014	3576	57	43	0.03369	0.00502649041968439	0.00502649041968439	0.001	0.18	0.09	5.019	0.02	0.04	NA	NA	NA	10.2164	0	0	0.79	0.06	0.06	5.4500482	PMS	M	huber16	rebull17	13.8257575757576	10.1923076923077	1.39821029082774	14.9198290878136	Clust
1152	EPIC211997350	0.286	0.056	0.056	0.282	0.042	0.043	3708	115	115	0.01173	0.00173101960500578	0.00173101960500578	-0.193	0.2	0.2	5.002	0.048	0.04	NA	NA	NA	20.3246	0	0	0.79	0.06	0.06	5.3635222	PMS	K	huber16	rebull17	19.5804195804196	15.0709219858156	3.10140237324703	14.757200383681	Clust
1153	EPIC211997380	1.015000422	0.019926321	0.019926321	0.966839789	0.046948369	0.046948369	5917	95	119	0.9858	0.0867158872548292	0.0867158872548292	-0.012	0.16	0.24	4.243	0.18	0.27	NA	NA	NA	8.1225	0	0	0.79	0.06	0.06	3.9155227	MS	G	huber16	rebull17	1.96318351875523	4.85585818189781	1.80834882541829	8.79649901144545	Clust
1154	EPIC211997576	0.413	0.177	0.177	0.375	0.161	0.131	3875	455	325	0.005084	0.000830131733475702	0.000830131733475702	-0.133	0.2	0.28	4.891	0.135	0.162	NA	NA	NA	0.9403	0	0	0.79	0.06	0.06	5.2540537	PMS	K	huber16	rebull17	42.8571428571429	38.9333333333333	10.0645161290323	16.3283189117959	Clust
1155	EPIC211997741	0.176	0.087	0.087	0.19	0.068	0.08	3408	169	848	0.01438	0.00283040401770908	0.00283040401770908	-0.014	0.12	0.21	5.109	0.162	0.108	NA	NA	NA	1.3824	0	0	0.79	0.06	0.06	5.5601722	PMS	M	huber16	rebull17	49.4318181818182	38.9473684210526	14.9207746478873	19.6829208463775	Clust
1156	EPIC211997840	0.534	0.148	0.127	0.448	0.159	0.087	4081	355	197	0.1472	0.0182193901312968	0.0182193901312968	-0.142	0.18	0.15	4.804	0.095	0.133	NA	NA	NA	12.9691	0	0	0.79	0.06	0.06	5.1190207	PMS	K	huber16	rebull17	25.749063670412	27.4553571428571	6.76304827248223	12.3773030783266	Clust
1157	EPIC211997857	0.143	0.009	0.005	0.164	0.009	0.005	3230	102	51	0.004938	0.000776895844140411	0.000776895844140411	-0.068	0.18	0.15	5.159	0.02	0.024	NA	NA	NA	0.8311	0	0	0.79	0.06	0.06	5.6768512	PMS	M	huber16	rebull17	4.89510489510489	4.26829268292683	2.36842105263158	15.7330061591821	Clust
1158	EPIC211997888	0.238	0.039	0.029	0.245	0.028	0.022	3498	104	62	0.02375	0.00356194986694857	0.00356194986694857	0.022	0.18	0.09	5.038	0.025	0.025	NA	NA	NA	0.9711	0	0	0.79	0.06	0.06	5.5011772	PMS	M	huber16	rebull17	14.2857142857143	10.2040816326531	2.37278444825615	14.9976836503098	Clust
1159	EPIC211998019	0.45	0.056	0.074	0.396	0.048	0.056	3866	153	123	0.0422	0.00582142579889615	0.00582142579889615	0.006	0.1	0.18	4.873	0.063	0.045	NA	NA	NA	17.7894	0	0	0.79	0.06	0.06	5.2599532	PMS	K	huber16	rebull17	14.4444444444444	13.1313131313131	3.56958096223487	13.7948478646828	Clust
1160	EPIC211998178	0.467	0.047	0.047	0.413	0.033	0.031	3916	78	94	0.08113	0.0111667667054456	0.0111667667054456	-0.037	0.08	0.12	4.869	0.03	0.03	NA	NA	NA	15.5714	0	0	0.79	0.06	0.06	5.2271782	PMS	K	huber16	rebull17	10.0642398286938	7.74818401937046	2.19611848825332	13.7640412984662	Clust
1161	EPIC211998192	0.438	0.093	0.112	0.393	0.079	0.089	3856	231	192	0.04814	0.00687678462783981	0.00687678462783981	-0.045	0.15	0.15	4.885	0.09	0.075	NA	NA	NA	18.8523	0	0	0.79	0.06	0.06	5.2665082	PMS	K	huber16	rebull17	23.4018264840183	21.3740458015267	5.48495850622407	14.2849701450765	Clust
1162	EPIC211998346	1.134685884	0.023163288	0.023163288	1.248164158	0.067230236	0.067230236	5981	143	143	1.778	0.15907145385328	0.15907145385328	0.006	0.09	0.12	4.358	0.072	0.12	NA	NA	NA	5.5208	0	0	0.79	0.06	0.06	3.8735707	MS	G	huber16	rebull17	2.0413832873592	5.38632964014338	2.39090453101488	8.94665094787851	Clust
1163	EPIC211998436	0.806290644	0.016765039	0.016765039	0.747422115	0.03771002	0.03771002	5030	60	121	0.3568	0.0350849039960805	0.0350849039960805	-0.025	0.2	0.28	4.566	0.035	0.049	NA	NA	NA	10.3341	0	0	0.79	0.06	0.06	4.4969512	MS	K	huber16	rebull17	2.07927986325487	5.04534442361262	1.79920477137177	9.83321300338578	Clust
1164	EPIC211998489	0.225	0.114	0.081	0.238	0.082	0.071	3531	225	271	0.001582	0.000472957367391941	0.000472957367391941	-0.057	0.15	0.24	5.042	0.102	0.085	NA	NA	NA	0.288	0	0	0.79	0.06	0.06	5.4795457	PMS	M	huber16	rebull17	43.3333333333333	32.1428571428571	7.02350608892665	29.8961673446233	Clust
1165	EPIC211998650	0.169	0.013	0.008	0.188	0.008	0.012	3434	150	107	0.009594	0.0014102518819489	0.0014102518819489	-0.099	0.16	0.44	5.117	0.039	0.02	NA	NA	NA	2.0868	0	0	0.79	0.06	0.06	5.5431292	PMS	M	huber16	rebull17	6.21301775147929	5.31914893617021	3.74199184624345	14.6993108395758	Clust
1166	EPIC211998837	0.249	0.105	0.087	0.255	0.077	0.069	3593	175	210	0.009455	0.00141211711164483	0.00141211711164483	-0.04	0.15	0.21	5.02	0.096	0.08	NA	NA	NA	0.6686	0	0	0.79	0.06	0.06	5.4389047	PMS	M	huber16	rebull17	38.5542168674699	28.6274509803922	5.35763985527414	14.9351360300881	Clust
1167	EPIC211999343	0.569	0.094	0.094	0.507	0.098	0.082	4191	195	234	0.1202	0.0146891350976492	0.0146891350976492	-0.022	0.12	0.18	4.768	0.075	0.075	NA	NA	NA	14.573	0	0	0.79	0.06	0.06	5.0469157	PMS	K	huber16	rebull17	16.5202108963093	17.7514792899408	5.11811023622047	12.2205782842339	Clust
1168	EPIC211999627	0.227	0.031	0.061	0.231	0.029	0.044	3480	104	104	0.01354	0.00196193353438108	0.00196193353438108	0.017	0.18	0.12	5.048	0.063	0.045	NA	NA	NA	21.6587	0	0	0.79	0.06	0.06	5.5129762	PMS	M	huber16	rebull17	20.2643171806167	15.8008658008658	2.98850574712644	14.4899079348676	Clust
1169	EPIC211999682	0.353	0.059	0.021	0.321	0.048	0.01	3727	74	59	0.1472	0.023331579641139	0.023331579641139	-0.003	0.06	0.06	4.962	0.02	0.052	NA	NA	NA	15.2074	0	0	0.79	0.06	0.06	5.3510677	PMS	K	huber16	rebull17	11.3314447592068	9.03426791277258	1.78427689830963	15.8502579083825	Clust
1170	EPIC211999969	0.259	0.083	0.083	0.263	0.059	0.073	3584	145	175	0.03314	0.00458905703102228	0.00458905703102228	-0.047	0.18	0.18	5.013	0.091	0.065	NA	NA	NA	22.9904	0	0	0.79	0.06	0.06	5.4448042	PMS	M	huber16	rebull17	32.046332046332	25.0950570342205	4.46428571428571	13.847486514853	Clust
1171	EPIC212000760	0.158	0.013	0.015	0.18	0.008	0.014	3319	158	79	NA	NA	NA	-0.043	0.15	0.21	5.129	0.024	0.02	NA	NA	NA	0.3928	0	0	0.79	0.06	0.06	5.6185117	PMS	M	huber16	rebull17	8.86075949367089	6.11111111111111	3.57035251581802	100	Clust
1172	EPIC212001169	0.186	0.035	0.025	0.206	0.027	0.02	3423	99	99	0.008394	0.00135220072339859	0.00135220072339859	0.006	0.12	0.15	5.087	0.035	0.042	NA	NA	NA	1.937	0	0	0.79	0.06	0.06	5.5503397	PMS	M	huber16	rebull17	16.1290322580645	11.4077669902913	2.89219982471516	16.1091341839241	Clust
1173	EPIC212001425	0.17	0.07	0.083	0.19	0.055	0.076	3384	153	735	0.01254	0.0019627038152945	0.0019627038152945	-0.002	0.12	0.21	5.105	0.16	0.08	NA	NA	NA	8.3635	0	0	0.79	0.06	0.06	5.5759042	PMS	M	huber16	rebull17	45	34.4736842105263	13.1205673758865	15.6515455765112	Clust
1174	EPIC212002216	0.754	0.053	0.038	0.686	0.049	0.038	4690	186	149	0.2702	0.0250367273551348	0.0250367273551348	-0.006	0.08	0.1	4.639	0.03	0.036	NA	NA	NA	10.8862	0	0	0.79	0.06	0.06	4.7198212	PMS	K	huber16	rebull17	6.03448275862069	6.34110787172012	3.57142857142857	9.26599828095293	Clust
1175	EPIC212002525	0.188	0.018	0.007	0.204	0.014	0.008	3438	68	68	0.01298	0.00198687665504119	0.00198687665504119	-0.043	0.18	0.09	5.093	0.02	0.024	NA	NA	NA	12.5489	0	0	0.79	0.06	0.06	5.5405072	PMS	M	huber16	rebull17	6.64893617021277	5.3921568627451	1.97789412449098	15.307216140533	Clust
1176	EPIC212002808	0.184	0.039	0.022	0.201	0.031	0.02	3437	118	98	0.004726	0.000817583831517895	0.000817583831517895	-0.038	0.15	0.18	5.09	0.035	0.049	NA	NA	NA	0.3312	0	0	0.79	0.06	0.06	5.5411627	PMS	M	huber16	rebull17	16.5760869565217	12.6865671641791	3.14227524003491	17.2997002013943	Clust
1177	EPIC212003318	0.231	0.038	0.038	0.236	0.029	0.03	3528	111	69	NA	NA	NA	-0.03	0.15	0.18	5.041	0.049	0.035	NA	NA	NA	2.7768	0	0	0.79	0.06	0.06	5.4815122	PMS	M	huber16	rebull17	16.4502164502164	12.5	2.55102040816327	100	Clust
1178	EPIC212003469	0.904	0.114	0.022	2.974	1.527	1.534	5111	101	80	0.7504	0.0671636813677262	0.0671636813677262	-0.673	0.54	0.3	3.42	0.855	0.475	NA	NA	NA	8.1555	0	0	0.79	0.06	0.06	4.4438557	PMS	K	huber16	rebull17	7.52212389380531	51.462676529926	1.77069066718842	8.95038397757545	Clust
1179	EPIC212003867	0.555	0.123	0.148	0.476	0.119	0.128	4176	341	341	0.003858	0.000707974285234852	0.000707974285234852	-0.182	0.2	0.32	4.789	0.132	0.11	NA	NA	NA	0.2171	0	0	0.79	0.06	0.06	5.0567482	PMS	K	huber16	rebull17	24.4144144144144	25.9453781512605	8.16570881226054	18.3508109184773	Clust
1180	EPIC212003893	0.464	0.064	0.018	0.412	0.051	0.016	3869	250	68	0.06925	0.0115856217572969	0.0115856217572969	0.09	0.1	0.34	4.871	0.02	0.045	NA	NA	NA	2.1273	0	0	0.79	0.06	0.06	5.2579867	PMS	K	huber16	rebull17	8.83620689655172	8.13106796116505	4.10958904109589	16.7301397217284	Clust
1181	EPIC212004983	0.960002543	0.018272254	0.018272254	0.908821783	0.047253773	0.047253773	5700	137	171	0.7713	0.0614486243015371	0.0614486243015371	-0.056	0.15	0.24	4.451	0.05	0.48	NA	NA	NA	8.9347	0	0	0.79	0.06	0.06	4.0577662	MS	G	huber16	rebull17	1.90335474975924	5.19945426968271	2.70175438596491	7.96689022449593	Clust
1182	EPIC212005017	0.437	0.015	0.066	0.391	0.014	0.057	3821	45	45	0.08941	0.010506654607104	0.010506654607104	-0.017	0.06	0.08	4.891	0.066	0.02	NA	NA	NA	15.6061	0	0	0.79	0.06	0.06	5.2894507	PMS	K	huber16	rebull17	9.26773455377574	9.07928388746803	1.17770217220623	11.7510956348328	Clust
1183	EPIC212005504	0.356	0.112	0.08	0.323	0.092	0.053	3765	171	171	0.03493	0.00490879490130372	0.00490879490130372	-0.059	0.15	0.15	4.948	0.05	0.09	NA	NA	NA	22.3508	0	0	0.79	0.06	0.06	5.3261587	PMS	K	huber16	rebull17	26.9662921348315	22.4458204334365	4.54183266932271	14.0532347589571	Clust
1184	EPIC212006082	0.531	0.06	0.072	0.464	0.06	0.053	4028	191	159	0.07185	0.0097222995809828	0.0097222995809828	0.04	0.09	0.18	4.813	0.05	0.06	NA	NA	NA	17.8195	0	0	0.79	0.06	0.06	5.1537622	PMS	K	huber16	rebull17	12.4293785310734	12.176724137931	4.34458788480636	13.5313842463226	Clust
1185	EPIC212006108	0.395	0.152	0.152	0.366	0.13	0.127	3874	331	276	0.005725	0.00100329307649904	0.00100329307649904	-0.133	0.2	0.28	4.916	0.125	0.15	NA	NA	NA	3.1588	0	0	0.79	0.06	0.06	5.2547092	PMS	K	huber16	rebull17	38.4810126582278	35.1092896174863	7.83427981414559	17.5247698951797	Clust
